,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
2969,687671c1ebd2bf665349e7d0,cargo vehicle driver,"driver, dumper truck
driver, semi-trailer
driver, trailer-truck
driver, truck: heavy
hgv driver
cargo vehicle driver
courier
courier delivery driver
delivery driver
driver of cargo vehicles
freight driver
heavy goods vehicle driver
lorry driver
package delivery driver
teamster
truck driver
trucker
truckie
van driver
tanker truck driver
shuttle driver
haul truck operator
three-wheeler driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
2970,687671c1ebd2bf665349e7d1,concrete pump operator,"mobile pump operator
volumetric mixer driver
concrete mixer driver
concrete pump operator
concrete pump operative
lgv mixer driver
hgv mixer driver
concrete pump truck operator
concrete mixer truck driver
concrete pump driver-operator
cement mixer driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Building Construction Contractor,e0963c15-f88d-4889-b142-465fed61b858
2971,687671c1ebd2bf665349e7d2,dangerous goods driver,"adr driver
driver, tanker
dangerous goods deliverer
dangerous goods driver
dangerous goods driving specialist
dangerous goods transport specialist
dangerous goods trucker
driver of dangerous goods
explosives truck driver
hazardous materials driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
2972,687671c1ebd2bf665349e7d3,fire service vehicle operator,"fire and rescue service truck operator
crew manager
emergency fire service vehicle operator
fire appliance operator
fire service vehicle operator
fire engine driver
fire engine operator
fire and rescue service vehicle operator
fire appliance driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
2973,687671c1ebd2bf665349e7d4,live animal transporter,"animal conveyance
animal transporter
animal transport service
animal carriage
animal travel provider
live animal transporter
animal travel service",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
2974,687671c1ebd2bf665349e7d5,moving truck driver,"moving van driver
moving truck operator
removal truck driver
removal lorry driver
removal van driver
removal van operator
moving lorry driver
moving truck driver
light truck driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
2975,687671c1ebd2bf665349e7d6,refuse vehicle driver,"driver, garbage truck
refuse vehicle driver",Heavy truck and lorry drivers,687671b1ebd2bf665349a358,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Sewage and waste disposal; Health care and similar jobs,578ecd0a-4568-4e84-8980-b929865c017a
2976,687671c1ebd2bf665349e7d7,forestry equipment operator,"driver, lumber carrier
operator, logging plant
operator, tree faller
chainsaw operator
forestry equipment operator
logger
logging equipment operator
lumberjack
mobile sawmill operator
woodcutter
woodland equipment operator
woodman
farm equipment operator
forest products logistics specialist",Mobile farm and forestry plant operators,687671b1ebd2bf665349a35a,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Forest development and related services,5c4bfc97-9601-479a-9607-53dd925e1b20
2977,687671c1ebd2bf665349e7d8,land-based machinery operator,"driver, timber carrier
operator, baler: farm
operator, harvester
operator, thresher
agricultural equipment operator
agricultural machinery operator
combined driver
farm equipment operator
forest tractor driver
forestry tractor driver
land-based machinery operator
land-based machinery operators
landbased machinery operator
tractor driver",Mobile farm and forestry plant operators,687671b1ebd2bf665349a35a,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Construction land preparation,2b48dfbd-adda-4fb2-97e5-dbc65fd1bcad
2978,687671c1ebd2bf665349e7d9,land-based machinery supervisor,"agricultural machinery supervisor
agricultural equipment supervisor
combined driver supervisor
farm machinery supervisor
tractor driver supervisor
landbased machinery supervisor
farm equipment supervisor
land-based machinery supervisor",Mobile farm and forestry plant operators,687671b1ebd2bf665349a35a,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Construction land preparation,2b48dfbd-adda-4fb2-97e5-dbc65fd1bcad
2979,687671c1ebd2bf665349e7da,bulldozer operator,"driver, trench-digging machine
smith, bulldozer
bull dozer driver
bull dozer operator
bulldozer driver
bulldozer operative
bulldozer operator
construction plant operator
dozer driver
dozer operative
dozer/crawler driver
earthmover driver
earthmover operator",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Construction land preparation,2b48dfbd-adda-4fb2-97e5-dbc65fd1bcad
2980,687671c1ebd2bf665349e7db,surface mine plant operator,"driver, cage: mine
aggregate driver
quarry earth moving equipment operative
quarry plant operator
surface mine plant operator
surface miner (heavy equipment)
surface miner equipment operator
surface mining heavy equipment driver
tipper driver",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Mining and Quarrying,6473c06c-d7f4-4378-acc0-232f009ebd3f,Mining works,48131bd9-0d7d-4c62-86f1-68df604de1b9
2981,687671c1ebd2bf665349e7dc,dredge operator,"dredde operator
dredge operator
port dredge operator
port dredger operator
dredger operator
dredge operatr",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Mining and Quarrying,6473c06c-d7f4-4378-acc0-232f009ebd3f,Mining works,48131bd9-0d7d-4c62-86f1-68df604de1b9
2982,687671c1ebd2bf665349e7dd,excavator operator,"360 degree excavator operator
digger, grave: earthmoving equipment
driver, digger: trench digging
operator, digger: trench digging
backhoe excavator operator
construction plant operator, excavator
equipment operator, excavator
excavation worker
excavator
excavator operator
heavy plant operator, excavator
plant operator, excavator
tracked excavator operator
excavating and loading machine operator",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Construction land preparation,2b48dfbd-adda-4fb2-97e5-dbc65fd1bcad
2983,687671c1ebd2bf665349e7de,grader operator,"driver, road grader and scraper
construction plant operator, grader
grader driver
grader operative
grader operator
grader worker
heavy plant operator, grader
motor-grader driver
plant operator, grader",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
2984,687671c1ebd2bf665349e7df,pile driving hammer operator,"piledriver
pile hammer operator
pile driving hammer operative
pile drivin' hammer operator
piling equipment operative
pile driving hammer operator
pile-driver operator
pile-driver operative
piling operative
pile driving hamer operator
piling equipment operator
pile driver operator",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Pile Foundation Contractor,ee9b7163-6b8c-4485-ba37-263b021ebf12
2985,687671c1ebd2bf665349e7e0,road construction worker,"highway construction worker
road construction worcker
surfacing worker
runway construction worker
road constructinn worker
road paver
civil engineering project worker
road construction operative
road paviour
paver
road costruction worker
rad construction worker
roading construction worker
road construction worker
road construction project worker
construction worker on roads
rod construction worker
transportation worker
excavator drivers, dump truck drivers, surveyors
road paving worker",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
2986,687671c1ebd2bf665349e7e1,road roller operator,"driver, tar-spreading machine
ride on road roller operator
ride on roller driver
ride on roller operator
road roller driver
road roller operator
roller driver
roller operative
roller operator
roller-compactor driver
roller-compactor operator
rough roller operator
vibrating roller driver
vibrating roller operator
walk-behind road roller operator
walk-behind roller operator
asphalt roller operator",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Road Contractor,68fa46fd-40c3-4c4b-9c2c-347c7d00a1e2
2987,687671c1ebd2bf665349e7e2,scraper operator,"towed-scraper driver
scraper driver
construction plant operator, scraper
scraper operative
motor-scraper driver
towed-scraper operator
scraper operator
plant operator, scraper
heavy plant operator, scraper
scraper worker",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Construction land preparation,2b48dfbd-adda-4fb2-97e5-dbc65fd1bcad
2988,687671c1ebd2bf665349e7e3,snow-clearing worker,"snow removal worker
snow-clearing worker
snow plougher
snow remover",Earthmoving and related plant operators,687671b1ebd2bf665349a35b,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
2989,687671c1ebd2bf665349e7e4,automated cable vehicle controller,"driver, funicular
operator, chair-lift
operator, conveyer
operator, funicular
operator, machine: cable installation
operator, roller coaster
operator, ski-lift
automated cable vehicle controller
automated cable vehicle operator
cable car controller
cable car operator
cable propelled vehicle controller
cable propelled vehicle operator
controller of automated cable vehicles","Crane, hoist and related plant operators",687671b1ebd2bf665349a35c,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
2990,687671c1ebd2bf665349e7e5,container crane operator,"attendant, dry dock
container crane operator
crane driver
dock crane operator
dockside crane operator
operator of container crane
ship crane operator
shipping container crane operator
straddle crane operator","Crane, hoist and related plant operators",687671b1ebd2bf665349a35c,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Stroage and warehousing service,f6e1a646-2f1c-4f79-8fd1-966b9a501131
2991,687671c1ebd2bf665349e7e6,mobile crane operator,"operator, boat: derrick
operator, cage: mine
operator, donkey engine
bottom cat operator
compact crane driver
compact crane operator
lorry-mounted crane driver
lorry-mounted crane operator
mini crane driver
mini crane operator
mobile crane driver
mobile crane operator
mobile crane operators
operator specialised in mobile crane","Crane, hoist and related plant operators",687671b1ebd2bf665349a35c,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Building Construction Contractor,e0963c15-f88d-4889-b142-465fed61b858
2992,687671c1ebd2bf665349e7e7,production plant crane operator,"banks woman, mine
banksman, mine
operator, drawbridge
operator, elevator: material-handling
operator, hoist
operator, winch
tender, skip
bottom cat operator
bottom crane operator
bridge crane operator
bridge crane technician
bridge crane technicians
cantilever crane operator
charging-crane operator
charging-crane technician
charging-crane technicians
cinder crane operator
cinder crane technician
cinder crane technicians
crane operators
gantry crane operator
gantry crane technician
gantry crane technicians
hot-metal crane operator
hot-metal crane technician
hot-metal crane technicians
ingot stripper
ingot strippers
mill crane operator
mobile crane technician
mobile crane technicians
overhead crane operator
pit crane operator
production plant crane operator
production plant crane operators
production plant electric crane operator
scrap crane operator
scrap crane technician
scrap crane technicians
steel crane operator
tower crane technician
tower crane technicians
wall-crane operator
wall-crane technician
wall-crane technicians","Crane, hoist and related plant operators",687671b1ebd2bf665349a35c,Manufacturing,78fb9a0d-2ccf-40e0-9f2d-de4cae441762,Another unmentioned factory works,
2993,687671c1ebd2bf665349e7e8,tower crane operator,"tower crane driver
tower crane operative
tower-crane operator
tower crane operator
crane operator
gantry crane operator
derrick crane operator","Crane, hoist and related plant operators",687671b1ebd2bf665349a35c,Construction,bab7a59e-df88-44cc-b3b7-a7f17645593b,Building Construction Contractor,e0963c15-f88d-4889-b142-465fed61b858
2994,687671c1ebd2bf665349e7e9,forklift operator,"driver, handtruck
operator, truck: lifting
forklift driver
forklift operator
forklift truck operator
operator of forklift trucks
order picker driver
warehouse forklift driver
warehouse forklift operator
warehouse material handler
towing machine operator",Lifting truck operators,687671b1ebd2bf665349a35d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Stroage and warehousing service,f6e1a646-2f1c-4f79-8fd1-966b9a501131
2995,687671c1ebd2bf665349e7ea,boatswain,"coxswain, lifeboat
crewwoman, dredger
boatswain
bosum
fisheries boatswain
senior crewman
senior crewwoman",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
2996,687671c1ebd2bf665349e7eb,decksman,"boatwoman
coxswain
crewman, yacht
crewwoman, yacht
hand, cable-ship
hand, deck
hand, ferry
hand, tug
life boatman
operator, barge
boat crew member
crew member
decksman
general purpose crew member
general purpose hand
yacht deckshand",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
2997,687671c1ebd2bf665349e7ec,engine minder,"engine minder on vessels
narrowboat crew member
canal narrowboat engine minder
narrow boat crew member
canal boat engine minder
narrowboat engine minder
vessel engine operator
engine minder
canal boat crew member
canal narrowboat crew member
narrow boat engine minder
on board engine minder
barge crew member
barge engine minder
ship engine operator",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
2998,687671c1ebd2bf665349e7ed,fisheries deckhand,"crewman, trawler
fisheries deckhand
fisheries sailor
fisherman
fisherwoman
fishing vessel deckhand
trawlerman
trawlerwoman",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Fish breeding related development jobs,98482c0b-ff6c-48ac-a9c9-ce34ecb0184b
2999,687671c1ebd2bf665349e7ee,matrose,"ab
keeper, lighthouse
lighthouse-man
tender, lighthouse
able seaman
able seawoman
dayworker
matrose
watchstander",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
3000,687671c1ebd2bf665349e7ef,ordinary seaman,"light ship woman
lighter woman
lighthouse-woman
os
ordinary seaman
ordinary seawoman
seaman recruit
seamanship apprentice",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
3001,687671c1ebd2bf665349e7f0,sailor,"light shipman
lighter man
waterman
crewmember
mariner
sailor",Ships’ deck crews and related workers,687671b1ebd2bf665349a35f,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Domestic water transport,ef0a1e04-8c95-432a-9cd1-b97c55a26c81
3002,687671c1ebd2bf665349e7f1,domestic cleaner,"houseboy
maid, parlour: domestic
chambermaid
charworker
cleaning lady
cleaning maid
domestic cleaner
domestic helper
domestic maid
domestic worker
house cleaner
household worker
housekeeper
housekeeping cleaner
maid
personal maid
servant
cleaning equipment operator
kitchen cleaner
protection and cleaning",Domestic cleaners and helpers,687671b1ebd2bf665349a363,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
3003,687671c1ebd2bf665349e7f2,aircraft groomer,"detailer, aircraft
aeroplane cleaner
aeroplane groomer
aircraft groomer
cabin cleaner
groomer for aircraft
plane cleaner","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
3004,687671c1ebd2bf665349e7f3,building cleaner,"cleaner, factory
cleaner, hospital
contractor, cleaning
building caretaker
building cleaner
custodian
janitor
janitors manager
janitors supervisor
janitress
maintenance worker
office cleaner
super
superintendent
building cleaning worker
cleaner production
cleaner production industry service","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Cleaning of buildings, industry, aircraft, housing, etc",f943a444-948f-48ba-a040-f0f7011a21ae
3005,687671c1ebd2bf665349e7f4,furniture cleaner,"furniture cleaner
re-upholsterer
upholstery cleaner
carpet cleaner","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
3006,687671c1ebd2bf665349e7f5,room attendant,"cleaner, hotel
maid, linen
chamber maid
chambermaid
housekeeper
housekeeping worker
room attendant
rooms person
attendant
call center attendant
stationery attendant
dining room attendant
elevator attendant
laboratory attendant
lobby attendant
house attendant","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
3007,687671c1ebd2bf665349e7f6,toilet attendant,"cleaner, restaurant
lavatory attendant
powder room attendant
rest room cleaner
restroom attendant
restroom cleaner
toilet attendant
washroom attendant
sanitary superintendent","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
3008,687671c1ebd2bf665349e7f7,train cleaner,"train cleaning staff member
train night cleaner
train depot cleaner
train cleaning crew member
train cleaning team member
train cleaning operative
train day cleaner
train cleaner
train and station cleaner","Cleaners and helpers in offices, hotels and other establishments",687671b1ebd2bf665349a364,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Cleaning of buildings, industry, aircraft, housing, etc",f943a444-948f-48ba-a040-f0f7011a21ae
3009,687671c1ebd2bf665349e7f8,linen room attendant,"linen and uniforms attendant
linen room attendant
linen manager
linen supervisor
linen and uniform attendant",Hand launderers and pressers,687671b1ebd2bf665349a366,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Textile, Laundry clothes and laundry services",76f332a3-c0e5-48e9-8ed2-1b3230403a05
3010,687671c1ebd2bf665349e7f9,wearing apparel presser,"dhobi
dry-cleaner, hand
dryer, laundry: hand
presser, hand
apparel presser
garment presser
hand presser for garment and related materials
hand pressing operator
ironer
ironing lady
ironing person
presser for garment and related materials
pressing machine operator for garment and related materials
steam flattener
topper-press operator
wearing apparel presser",Hand launderers and pressers,687671b1ebd2bf665349a366,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Textile, Laundry clothes and laundry services",76f332a3-c0e5-48e9-8ed2-1b3230403a05
3011,687671c1ebd2bf665349e7fa,vehicle cleaner,"cleaner, bus
cleaner, filter
detailer, boat
detailer, car
detailer, caravan
detailer, vehicles
washer, car
washer, hand: street (car windows)
washer, hand: vehicle
washer, window: car (street)
automotive cleaner
automotive valeter
car cleaner
car valeter
motor vehicle cleaner
motor vehicle valeter
new vehicle clearer
rental fleet vehicle cleaner
truck cleaner
truck valeter
used vehicle cleaner
van cleaner
van valeter
vehicle body cleaner
vehicle body valeter
vehicle cleaner
cleaner",Vehicle cleaners,687671b1ebd2bf665349a367,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Vehicle washing and grease service,12baf9d2-495b-490c-98cc-17f57f92d511
3012,687671c1ebd2bf665349e7fb,window cleaner,"cleaner, cooling tower
washer, window
building maintenance and cleaning worker
janitress
window cleaner
window washer",Window cleaners,687671b1ebd2bf665349a368,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Cleaning of buildings, industry, aircraft, housing, etc",f943a444-948f-48ba-a040-f0f7011a21ae
3013,687671c1ebd2bf665349e7fc,drapery and carpet cleaner,"carpet and drapery cleaner
carpet cleaning technician
carpet cleaner
drapery and carpet cleaner
rug cleaner
drapery cleaner",Other cleaning workers,687671b1ebd2bf665349a369,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,"Textile, Laundry clothes and laundry services",76f332a3-c0e5-48e9-8ed2-1b3230403a05
3014,687671c1ebd2bf665349e7fd,sewerage cleaner,"serviceperson, filter
sewerage cleaner
sewer",Other cleaning workers,687671b1ebd2bf665349a369,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Sewage and waste disposal; Health care and similar jobs,578ecd0a-4568-4e84-8980-b929865c017a
3015,687671c1ebd2bf665349e7fe,swimming facility attendant,"serviceperson, swimming pool: cleaning
attendant in swimming pool
beach attendant
pool attendant
swimming facility attendant
swimming pool attendant
swimming pool cleaner",Other cleaning workers,687671b1ebd2bf665349a369,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
3016,687671c1ebd2bf665349e7ff,fruit and vegetable picker,"cutter, sugar cane
hand, farm: citrus fruit
hand, farm: cotton picking
hand, farm: field crops
hand, farm: fruit picking
hand, farm: orchard
hand, farm: tea plucking
hand, harvest
hand, harvest: field crops
hand, harvest: orchard
labourer, farm: field crops
picker, cotton
planter, cane
plucker, tea
porter, fruit
berry picker
crop harvester
crop picker
farm hands
fruit & vegetable picker
fruit and veg harvester
fruit and veg picker
fruit and vegetable harvester
fruit and vegetable picker
fruit picker
vegetable picker",Crop farm labourers,687671b1ebd2bf665349a36c,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,"Vegetable, Fruit Production, Seedling and Plant Seeds",f3909023-1cdf-495e-9143-d1675c351934
3017,687671c1ebd2bf665349e800,vineyard worker,"grape harvester
grape picker
vineyard worker
worker in a vineyard
winery worker
vineyard labourer",Crop farm labourers,687671b1ebd2bf665349a36c,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Agriculture,fde126df-5faf-472c-9b6b-9f88951c9547
3018,687671c1ebd2bf665349e801,catcher,"collector, egg
catcher
chicken catcher
chicken gatherer
chicken herder
poultry gatherer
poultry herder",Livestock farm labourers,687671b1ebd2bf665349a36d,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Agriculture,fde126df-5faf-472c-9b6b-9f88951c9547
3019,687671c1ebd2bf665349e802,equine worker,"lass, stable
equine technician
equine worker
horse and pony technician
horse and pony worker
horse worker
equine care management",Livestock farm labourers,687671b1ebd2bf665349a36d,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Animal Husbandry Development,237b6505-d5d7-4700-a681-5c953c366239
3020,687671c1ebd2bf665349e803,groom,"groom, stud
hand, stable
lad, stable
groom
horse groom
jockey
riding coach
stud hand
trek assistant",Livestock farm labourers,687671b1ebd2bf665349a36d,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Animal Husbandry Development,237b6505-d5d7-4700-a681-5c953c366239
3021,687671c1ebd2bf665349e804,livestock worker,"hand, farm: dairy
hand, farm: livestock
hand, farm: silk worms
labourer, cattle station
labourer, farm: dairy
labourer, ranch
worker, farm: skilled (ostrich)
animal husbandry worker
farm animal worker
husbandry worker
livestock worker
stable worker
stockman
animal and animal product worker
animal production foreman
livestock farmer
eta livestock
livestock production
urban livestock production officer",Livestock farm labourers,687671b1ebd2bf665349a36d,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Livestock development,456c4f27-79aa-423e-b7b4-0de4e9b516d2
3022,687671c1ebd2bf665349e805,crop production worker,"grower, cereal
grower, cotton
grower, field: vegetable
grower, rice
hand, farm: livestock and crops
hand, farm: mixed farming (livestock and crops)
labourer, farm: cotton
labourer, farm: potato digging
labourer, rice farm
worker, farm: skilled (cotton)
worker, farm: skilled (field crops)
worker, farm: skilled (groundnut)
worker, farm: skilled (potato)
worker, farm: skilled (rice)
worker, farm: skilled (shrub crop)
worker, farm: skilled (subsistence farming)
worker, farm: skilled (sugar-beet)
worker, farm: skilled (sugar-cane)
worker, farm: skilled (tobacco)
worker, farm: skilled (wheat)
crop growing worker
crop production worker
crop worker
crops production worker
farm hand
farm worker
growing worker
agricultural development worker
agricultural production supervisor
agricultural worker
crop statistician
farm labor contractor
farmworker or laborer, crop, nursery, or greenhouse
field worker",Mixed crop and livestock farm labourers,687671b1ebd2bf665349a36e,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Agriculture,fde126df-5faf-472c-9b6b-9f88951c9547
3023,687671c1ebd2bf665349e806,garden labourer,"assistant, greenkeeper's
gardener, market
gardener, subsistence
hand, garden
labourer, council: gardening
labourer, nursery
pruner, shrub: garden maintenance
trimmer, tree: garden maintenance
garden laborer
garden labourer
garden maintenance trainee
garden worker
gardener
gardening assistant
gardening worker
landscape labourer
landscaping labourer
landscaping operative
manual garden labourer
labor movement specialist",Garden and horticultural labourers,687671b1ebd2bf665349a36f,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Agriculture,fde126df-5faf-472c-9b6b-9f88951c9547
3024,687671c1ebd2bf665349e807,horticulture worker,"assistant, nursery: horticulture
hand, nursery: horticulture
hand, plant nursery
potter, nursery
worker, farm: skilled (nursery)
worker, farm: skilled (vegetables)
worker, greenhouse: skilled
worker, market gardening: skilled
worker, plant nursery
berry picker
crop worker
flower picker
fruit picker
horticultural farm worker
horticultural worker
horticulture worker
horticulture specialist
agriculture and horticulture officer",Garden and horticultural labourers,687671b1ebd2bf665349a36f,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Agriculture,fde126df-5faf-472c-9b6b-9f88951c9547
3025,687671c1ebd2bf665349e808,forest worker,"axeman
axewoman
bucker, logging
chokerman
chokerwoman
clearer, tree
collector, firewood
cutter, timber: forestry
cutter, wood: forest
feller, logging
feller, tree
planter, forestry
planter, tree
pruner-trimmer, forestry
stacker, timber: forestry
stump-grubber
swamper, logging
trimmer, tree: forestry
woodwoman
worker, forestry: skilled (charcoal burning (traditional techniques))
worker, skilled: afforestation
forest worker
forestry assistant
forestry worker
silviculture worker
woodland assistant
woodland worker
bamboo worker
forest and conservation worker
forest health specialist",Forestry labourers,687671b1ebd2bf665349a370,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Forest development and related services,5c4bfc97-9601-479a-9607-53dd925e1b20
3026,687671c1ebd2bf665349e809,aquaculture cage mooring worker,"fish farm cage mooring worker
fisheries cage mooring worker
fish cage mooring worker
aquaculture cage mooring worker",Fishery and aquaculture labourers,687671b1ebd2bf665349a371,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Fish breeding related development jobs,98482c0b-ff6c-48ac-a9c9-ce34ecb0184b
3027,687671c1ebd2bf665349e80a,aquaculture harvesting worker,"harvesting worker
aquaculture harvesting worker
fish farming harvesting worker
aquatic animals harvesting worker",Fishery and aquaculture labourers,687671b1ebd2bf665349a371,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Fish breeding related development jobs,98482c0b-ff6c-48ac-a9c9-ce34ecb0184b
3028,687671c1ebd2bf665349e80b,on foot aquatic resources collector,"beachcomber
crustacean collector
on foot aquatic resources collector
on foot seaweed collector
shellfish collector",Fishery and aquaculture labourers,687671b1ebd2bf665349a371,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Fish breeding related development jobs,98482c0b-ff6c-48ac-a9c9-ce34ecb0184b
3029,687671c1ebd2bf665349e80c,water-based aquaculture worker,"water-based aquaculture worker
water-based fish culture worker
worker in water-based aquaculture
water-based fisheries worker
water-based fish farm worker
farmworker, farm, ranch, or aquacultural animal",Fishery and aquaculture labourers,687671b1ebd2bf665349a371,agriculture,f2d96afd-c6da-4209-a2a3-ead87248888c,Fish breeding related development jobs,98482c0b-ff6c-48ac-a9c9-ce34ecb0184b
3030,687671c1ebd2bf665349e80d,mining assistant,"labourer quarry
labourer, mining
mining assistant
monitoring assistant
mining extension",Mining and quarrying labourers,687671b1ebd2bf665349a374,Mining and Quarrying,6473c06c-d7f4-4378-acc0-232f009ebd3f,Mining works,48131bd9-0d7d-4c62-86f1-68df604de1b9
